ID;Time[s];
5561;1.13334;Stop bit
5562;1.13336;Start bit
5563;1.13337;11000000
5564;1.13344;Stop bit
5565;1.13345;Start bit
5566;1.13346;00000000
5567;1.13353;Stop bit
5568;1.13355;Start bit
5569;1.13356;00000000
5570;1.13363;Stop bit
5571;1.13364;Start bit
5572;1.13365;10000000
5573;1.13372;Stop bit
5574;1.13374;Start bit
5575;1.13375;00100000
5576;1.13382;Stop bit
5577;1.13383;Start bit
5578;1.13384;00000000
5579;1.13391;Stop bit
5580;1.13393;Start bit
5581;1.13394;00000000
5582;1.13401;Stop bit
5583;1.13403;Start bit
5584;1.13403;00000000
5585;1.1341;Stop bit
5586;1.13507;Start bit
5587;1.13508;00000001
5588;1.13515;Stop bit
5589;1.13516;Start bit
5590;1.13517;00000010
5591;1.13524;Stop bit
5592;1.13526;Start bit
5593;1.13527;11111101
5594;1.13534;Stop bit
5595;1.13535;Start bit
5596;1.13536;00001010
5597;1.13543;Stop bit
5598;1.13545;Start bit
5599;1.13546;00000000
5600;1.13553;Stop bit
5601;1.13555;Start bit
5602;1.13555;00000001
5603;1.13562;Stop bit
5604;1.13564;Start bit
5605;1.13565;11000100
5606;1.13572;Stop bit
5607;1.13574;Start bit
5608;1.13575;00000000
5609;1.13581;Stop bit
5610;1.13583;Start bit
5611;1.13584;00000000
5612;1.13591;Stop bit
5613;1.13593;Start bit
5614;1.13594;10000000
5615;1.13601;Stop bit
5616;1.13602;Start bit
5617;1.13603;00000000
5618;1.1361;Stop bit
5619;1.13612;Start bit
5620;1.13613;00000000
5621;1.1362;Stop bit
5622;1.13621;Start bit
5623;1.13622;00111111
5624;1.13629;Stop bit
5625;1.13631;Start bit
5626;1.13632;00000000
5627;1.13639;Stop bit
5628;1.13735;Start bit
5629;1.13736;00000001
5630;1.13743;Stop bit
5631;1.13745;Start bit
5632;1.13745;00000010
5633;1.13752;Stop bit
5634;1.13754;Start bit
5635;1.13755;11111101
5636;1.13762;Stop bit
5637;1.13764;Start bit
5638;1.13765;00001010
5639;1.13772;Stop bit
5640;1.13773;Start bit
5641;1.13774;00000000
5642;1.13781;Stop bit
5643;1.13783;Start bit
5644;1.13784;00000001
5645;1.13791;Stop bit
5646;1.13792;Start bit
5647;1.13793;11001000
5648;1.138;Stop bit
5649;1.13802;Start bit
5650;1.13803;00000000
5651;1.1381;Stop bit
5652;1.13811;Start bit
5653;1.13812;00000000
5654;1.13819;Stop bit
5655;1.13821;Start bit
5656;1.13822;10000000
5657;1.13829;Stop bit
5658;1.13831;Start bit
5659;1.13831;00000011
5660;1.13838;Stop bit
5661;1.1384;Start bit
5662;1.13841;01000000
5663;1.13848;Stop bit
5664;1.1385;Start bit
5665;1.13851;01000001
5666;1.13857;Stop bit
5667;1.13859;Start bit
5668;1.1386;00000000
5669;1.13867;Stop bit
5670;1.13963;Start bit
5671;1.13964;00000001
5672;1.13971;Stop bit
5673;1.13973;Start bit
5674;1.13974;00000010
5675;1.13981;Stop bit
5676;1.13983;Start bit
5677;1.13983;11111101
5678;1.1399;Stop bit
5679;1.13992;Start bit
5680;1.13993;00001010
5681;1.14;Stop bit
5682;1.14002;Start bit
5683;1.14002;00000000
5684;1.14009;Stop bit
5685;1.14011;Start bit
5686;1.14012;00000001
5687;1.14019;Stop bit
5688;1.14021;Start bit
5689;1.14022;11001100
5690;1.14029;Stop bit
5691;1.1403;Start bit
5692;1.14031;00000000
5693;1.14038;Stop bit
5694;1.1404;Start bit
5695;1.14041;00000000
5696;1.14048;Stop bit
5697;1.14049;Start bit
5698;1.1405;10000000
5699;1.14057;Stop bit
5700;1.14059;Start bit
5701;1.1406;10111101
5702;1.14067;Stop bit
5703;1.14068;Start bit
5704;1.14069;00100101
5705;1.14076;Stop bit
5706;1.14078;Start bit
5707;1.14079;01000010
5708;1.14086;Stop bit
5709;1.14088;Start bit
5710;1.14088;00000000
5711;1.14095;Stop bit
5712;1.14192;Start bit
5713;1.14193;00000001
5714;1.142;Stop bit
5715;1.14201;Start bit
5716;1.14202;00000010
5717;1.14209;Stop bit
5718;1.14211;Start bit
5719;1.14212;11111101
5720;1.14219;Stop bit
5721;1.1422;Start bit
5722;1.14221;00001010
5723;1.14228;Stop bit
5724;1.1423;Start bit
5725;1.14231;00000000
5726;1.14238;Stop bit
5727;1.1424;Start bit
5728;1.1424;00000001
5729;1.14247;Stop bit
5730;1.14249;Start bit
5731;1.1425;11010000
5732;1.14257;Stop bit
5733;1.14259;Start bit
5734;1.14259;00000000
5735;1.14266;Stop bit
5736;1.14268;Start bit
5737;1.14269;00000000
5738;1.14276;Stop bit
5739;1.14278;Start bit
5740;1.14279;10000000
5741;1.14285;Stop bit
5742;1.14287;Start bit
5743;1.14288;11100100
5744;1.14295;Stop bit
5745;1.14297;Start bit
5746;1.14298;00001000
5747;1.14305;Stop bit
5748;1.14306;Start bit
5749;1.14307;01001001
5750;1.14314;Stop bit
5751;1.14316;Start bit
5752;1.14317;00000000
5753;1.14324;Stop bit
5754;1.1442;Start bit
5755;1.14421;00000001
5756;1.14428;Stop bit
5757;1.1443;Start bit
5758;1.1443;00000010
5759;1.14437;Stop bit
5760;1.14439;Start bit
5761;1.1444;11111101
5762;1.14447;Stop bit
5763;1.14449;Start bit
5764;1.1445;00001010
5765;1.14457;Stop bit
5766;1.14458;Start bit
5767;1.14459;00000000
5768;1.14466;Stop bit
5769;1.14468;Start bit
5770;1.14469;00000001
5771;1.14476;Stop bit
5772;1.14477;Start bit
5773;1.14478;11010100
5774;1.14485;Stop bit
5775;1.14487;Start bit
5776;1.14488;00000000
5777;1.14495;Stop bit
5778;1.14497;Start bit
5779;1.14497;00000000
5780;1.14504;Stop bit
5781;1.14506;Start bit
5782;1.14507;10000000
5783;1.14514;Stop bit
5784;1.14516;Start bit
5785;1.14516;01110100
5786;1.14523;Stop bit
5787;1.14525;Start bit
5788;1.14526;10110000
5789;1.14533;Stop bit
5790;1.14535;Start bit
5791;1.14536;01000011
5792;1.14542;Stop bit
5793;1.14544;Start bit
5794;1.14545;00000000
5795;1.14552;Stop bit
5796;1.14648;Start bit
5797;1.14649;00000001
5798;1.14656;Stop bit
5799;1.14658;Start bit
5800;1.14659;00000010
5801;1.14666;Stop bit
5802;1.14667;Start bit
5803;1.14668;11111101
5804;1.14675;Stop bit
5805;1.14677;Start bit
5806;1.14678;00001010
5807;1.14685;Stop bit
5808;1.14687;Start bit
5809;1.14687;00000000
5810;1.14694;Stop bit
5811;1.14696;Start bit
5812;1.14697;00000001
5813;1.14704;Stop bit
5814;1.14706;Start bit
5815;1.14707;11011000
5816;1.14714;Stop bit
5817;1.14715;Start bit
5818;1.14716;00000000
5819;1.14723;Stop bit
5820;1.14725;Start bit
5821;1.14726;00000000
5822;1.14733;Stop bit
5823;1.14734;Start bit
5824;1.14735;10000000
5825;1.14742;Stop bit
5826;1.14744;Start bit
5827;1.14745;00011010
5828;1.14752;Stop bit
5829;1.14753;Start bit
5830;1.14754;11010000
5831;1.14761;Stop bit
5832;1.14763;Start bit
5833;1.14764;01000100
5834;1.14771;Stop bit
5835;1.14773;Start bit
5836;1.14773;00000000
5837;1.1478;Stop bit
5838;1.14877;Start bit
5839;1.14878;00000001
5840;1.14885;Stop bit
5841;1.14886;Start bit
5842;1.14887;00000010
5843;1.14894;Stop bit
5844;1.14896;Start bit
5845;1.14897;11111101
5846;1.14904;Stop bit
5847;1.14905;Start bit
5848;1.14906;00001010
5849;1.14913;Stop bit
5850;1.14915;Start bit
5851;1.14916;00000000
5852;1.14923;Stop bit
5853;1.14924;Start bit
5854;1.14925;00000001
5855;1.14932;Stop bit
5856;1.14934;Start bit
5857;1.14935;11011100
5858;1.14942;Stop bit
5859;1.14944;Start bit
5860;1.14944;00000000
5861;1.14951;Stop bit
5862;1.14953;Start bit
5863;1.14954;00000000
5864;1.14961;Stop bit
5865;1.14963;Start bit
5866;1.14964;10000000
5867;1.1497;Stop bit
5868;1.14972;Start bit
5869;1.14973;00000000
5870;1.1498;Stop bit
5871;1.14982;Start bit
5872;1.14983;00001000
5873;1.1499;Stop bit
5874;1.14991;Start bit
5875;1.14992;01001010
5876;1.14999;Stop bit
5877;1.15001;Start bit
5878;1.15002;00000000
5879;1.15009;Stop bit
5880;1.15105;Start bit
5881;1.15106;00000001
5882;1.15113;Stop bit
5883;1.15115;Start bit
5884;1.15115;00000010
5885;1.15122;Stop bit
5886;1.15124;Start bit
5887;1.15125;11111101
5888;1.15132;Stop bit
5889;1.15134;Start bit
5890;1.15135;00001010
5891;1.15141;Stop bit
5892;1.15143;Start bit
5893;1.15144;00000000
5894;1.15151;Stop bit
5895;1.15153;Start bit
5896;1.15154;00000001
5897;1.15161;Stop bit
5898;1.15162;Start bit
5899;1.15163;11100000
5900;1.1517;Stop bit
5901;1.15172;Start bit
5902;1.15173;00000000
5903;1.1518;Stop bit
5904;1.15181;Start bit
5905;1.15182;00000000
5906;1.15189;Stop bit
5907;1.15191;Start bit
5908;1.15192;10000000
5909;1.15199;Stop bit
5910;1.15201;Start bit
5911;1.15201;00100000
5912;1.15208;Stop bit
5913;1.1521;Start bit
5914;1.15211;10100000
5915;1.15218;Stop bit
5916;1.1522;Start bit
5917;1.1522;01010100
5918;1.15227;Stop bit
5919;1.15229;Start bit
5920;1.1523;00000000
5921;1.15237;Stop bit
5922;1.15333;Start bit
5923;1.15334;00000001
5924;1.15341;Stop bit
5925;1.15343;Start bit
5926;1.15344;00000010
5927;1.15351;Stop bit
5928;1.15352;Start bit
5929;1.15353;11111101
5930;1.1536;Stop bit
5931;1.15362;Start bit
5932;1.15363;00001010
5933;1.1537;Stop bit
5934;1.15372;Start bit
5935;1.15372;00000000
5936;1.15379;Stop bit
5937;1.15381;Start bit
5938;1.15382;00000001
5939;1.15389;Stop bit
5940;1.15391;Start bit
5941;1.15392;11100100
5942;1.15399;Stop bit
5943;1.154;Start bit
5944;1.15401;00000000
5945;1.15408;Stop bit
5946;1.1541;Start bit
5947;1.15411;00000000
5948;1.15418;Stop bit
5949;1.15419;Start bit
5950;1.1542;10000000
5951;1.15427;Stop bit
5952;1.15429;Start bit
5953;1.1543;00100000
5954;1.15437;Stop bit
5955;1.15438;Start bit
5956;1.15439;10100000
5957;1.15446;Stop bit
5958;1.15448;Start bit
5959;1.15449;01010101
5960;1.15456;Stop bit
5961;1.15457;Start bit
5962;1.15458;00000000
5963;1.15465;Stop bit
5964;1.15562;Start bit
5965;1.15563;00000001
5966;1.15569;Stop bit
5967;1.15571;Start bit
5968;1.15572;00000010
5969;1.15579;Stop bit
5970;1.15581;Start bit
5971;1.15582;11111101
5972;1.15589;Stop bit
5973;1.1559;Start bit
5974;1.15591;00001010
5975;1.15598;Stop bit
5976;1.156;Start bit
5977;1.15601;00000000
5978;1.15608;Stop bit
5979;1.15609;Start bit
5980;1.1561;00000001
5981;1.15617;Stop bit
5982;1.15619;Start bit
5983;1.1562;11101000
5984;1.15627;Stop bit
5985;1.15629;Start bit
5986;1.15629;00000000
5987;1.15636;Stop bit
5988;1.15638;Start bit
5989;1.15639;00000000
5990;1.15646;Stop bit
5991;1.15648;Start bit
5992;1.15648;10000000
5993;1.15655;Stop bit
5994;1.15657;Start bit
5995;1.15658;01000010
5996;1.15665;Stop bit
5997;1.15667;Start bit
5998;1.15668;10100101
5999;1.15675;Stop bit
6000;1.15676;Start bit
6001;1.15677;01010110
6002;1.15684;Stop bit
6003;1.15686;Start bit
6004;1.15687;00000000
6005;1.15694;Stop bit
6006;1.1579;Start bit
6007;1.15791;00000001
6008;1.15798;Stop bit
6009;1.158;Start bit
6010;1.158;00000010
6011;1.15807;Stop bit
6012;1.15809;Start bit
6013;1.1581;11111101
6014;1.15817;Stop bit
6015;1.15819;Start bit
6016;1.15819;00001010
6017;1.15826;Stop bit
6018;1.15828;Start bit
6019;1.15829;00000000
6020;1.15836;Stop bit
6021;1.15838;Start bit
6022;1.15839;00000001
6023;1.15846;Stop bit
6024;1.15847;Start bit
6025;1.15848;11101100
6026;1.15855;Stop bit
6027;1.15857;Start bit
6028;1.15858;00000000
6029;1.15865;Stop bit
6030;1.15866;Start bit
6031;1.15867;00000000
6032;1.15874;Stop bit
6033;1.15876;Start bit
6034;1.15877;10000000
6035;1.15884;Stop bit
6036;1.15885;Start bit
6037;1.15886;00011000
6038;1.15893;Stop bit
6039;1.15895;Start bit
6040;1.15896;01001100
6041;1.15903;Stop bit
6042;1.15905;Start bit
6043;1.15905;01010111
6044;1.15912;Stop bit
6045;1.15914;Start bit
6046;1.15915;00000000
6047;1.15922;Stop bit
6048;1.16018;Start bit
6049;1.16019;00000001
6050;1.16026;Stop bit
6051;1.16028;Start bit
6052;1.16029;00000010
6053;1.16036;Stop bit
6054;1.16037;Start bit
6055;1.16038;11111101
6056;1.16045;Stop bit
6057;1.16047;Start bit
6058;1.16048;00001010
6059;1.16055;Stop bit
6060;1.16057;Start bit
6061;1.16057;00000000
6062;1.16064;Stop bit
6063;1.16066;Start bit
6064;1.16067;00000001
6065;1.16074;Stop bit
6066;1.16076;Start bit
6067;1.16077;11110000
6068;1.16083;Stop bit
6069;1.16085;Start bit
6070;1.16086;00000000
6071;1.16093;Stop bit
6072;1.16095;Start bit
6073;1.16096;00000000
6074;1.16103;Stop bit
6075;1.16104;Start bit
6076;1.16105;10000000
6077;1.16112;Stop bit
6078;1.16114;Start bit
6079;1.16115;00000001
6080;1.16122;Stop bit
6081;1.16123;Start bit
6082;1.16124;00000000
6083;1.16131;Stop bit
6084;1.16133;Start bit
6085;1.16134;00111111
6086;1.16141;Stop bit
6087;1.16142;Start bit
6088;1.16143;00000000
6089;1.1615;Stop bit
6090;1.16247;Start bit
6091;1.16247;00000001
6092;1.16254;Stop bit
6093;1.16256;Start bit
6094;1.16257;00000010
6095;1.16264;Stop bit
6096;1.16266;Start bit
6097;1.16267;11111101
6098;1.16274;Stop bit
6099;1.16275;Start bit
6100;1.16276;00001010
6101;1.16283;Stop bit
6102;1.16285;Start bit
6103;1.16286;00000000
6104;1.16293;Stop bit
6105;1.16294;Start bit
6106;1.16295;00000001
6107;1.16302;Stop bit
6108;1.16304;Start bit
6109;1.16305;11110100
6110;1.16312;Stop bit
6111;1.16314;Start bit
6112;1.16314;00000000
6113;1.16321;Stop bit
6114;1.16323;Start bit
6115;1.16324;00000000
6116;1.16331;Stop bit
6117;1.16333;Start bit
6118;1.16333;10000000
6119;1.1634;Stop bit
6120;1.16342;Start bit
6121;1.16343;00000000
6122;1.1635;Stop bit
6123;1.16352;Start bit
6124;1.16353;00001001
6125;1.16359;Stop bit
6126;1.16361;Start bit
6127;1.16362;01000001
6128;1.16369;Stop bit
6129;1.16371;Start bit
6130;1.16372;00000000
6131;1.16379;Stop bit
6132;1.16475;Start bit
6133;1.16476;00000001
6134;1.16483;Stop bit
6135;1.16485;Start bit
6136;1.16485;00000010
6137;1.16492;Stop bit
6138;1.16494;Start bit
6139;1.16495;11111101
6140;1.16502;Stop bit
6141;1.16504;Start bit
6142;1.16504;00001010
6143;1.16511;Stop bit
6144;1.16513;Start bit
6145;1.16514;00000000
6146;1.16521;Stop bit
6147;1.16523;Start bit
6148;1.16524;00000001
6149;1.16531;Stop bit
6150;1.16532;Start bit
6151;1.16533;11111000
6152;1.1654;Stop bit
6153;1.16542;Start bit
6154;1.16543;00000000
6155;1.1655;Stop bit
6156;1.16551;Start bit
6157;1.16552;00000000
6158;1.16559;Stop bit
6159;1.16561;Start bit
6160;1.16562;10000000
6161;1.16569;Stop bit
6162;1.1657;Start bit
6163;1.16571;00111111
6164;1.16578;Stop bit
6165;1.1658;Start bit
6166;1.16581;00000011
6167;1.16588;Stop bit
6168;1.1659;Start bit
6169;1.1659;01000110
6170;1.16597;Stop bit
6171;1.16599;Start bit
6172;1.166;00000000
6173;1.16607;Stop bit
6174;1.16703;Start bit
6175;1.16704;00000001
6176;1.16711;Stop bit
6177;1.16713;Start bit
6178;1.16714;00000010
6179;1.16721;Stop bit
6180;1.16722;Start bit
6181;1.16723;11111101
6182;1.1673;Stop bit
6183;1.16732;Start bit
6184;1.16733;00001010
6185;1.1674;Stop bit
6186;1.16741;Start bit
6187;1.16742;00000000
6188;1.16749;Stop bit
6189;1.16751;Start bit
6190;1.16752;00000001
6191;1.16759;Stop bit
6192;1.16761;Start bit
6193;1.16761;11111100
6194;1.16768;Stop bit
6195;1.1677;Start bit
6196;1.16771;00000000
6197;1.16778;Stop bit
6198;1.1678;Start bit
6199;1.16781;00000000
6200;1.16787;Stop bit
6201;1.16789;Start bit
6202;1.1679;10000000
6203;1.16797;Stop bit
6204;1.16799;Start bit
6205;1.168;00000000
6206;1.16807;Stop bit
6207;1.16808;Start bit
6208;1.16809;00000000
6209;1.16816;Stop bit
6210;1.16818;Start bit
6211;1.16819;01001100
6212;1.16826;Stop bit
6213;1.16827;Start bit
6214;1.16828;00000000
6215;1.16835;Stop bit
6216;1.16932;Start bit
6217;1.16932;00000001
6218;1.16939;Stop bit
6219;1.16941;Start bit
6220;1.16942;00000010
6221;1.16949;Stop bit
6222;1.16951;Start bit
6223;1.16952;11111101
6224;1.16959;Stop bit
6225;1.1696;Start bit
6226;1.16961;00001010
6227;1.16968;Stop bit
6228;1.1697;Start bit
6229;1.16971;00000000
6230;1.16978;Stop bit
6231;1.16979;Start bit
6232;1.1698;00000001
6233;1.16987;Stop bit
6234;1.16989;Start bit
6235;1.1699;00000000
6236;1.16997;Stop bit
6237;1.16999;Start bit
6238;1.16999;00000001
6239;1.17006;Stop bit
6240;1.17008;Start bit
6241;1.17009;00000000
6242;1.17016;Stop bit
6243;1.17018;Start bit
6244;1.17018;10000000
6245;1.17025;Stop bit
6246;1.17027;Start bit
6247;1.17028;00010101
6248;1.17035;Stop bit
6249;1.17037;Start bit
6250;1.17038;00000000
6251;1.17044;Stop bit
6252;1.17046;Start bit
6253;1.17047;01001101
6254;1.17054;Stop bit
6255;1.17056;Start bit
6256;1.17057;00000000
6257;1.17064;Stop bit
6258;1.17159;Start bit
6259;1.1716;00000001
6260;1.17167;Stop bit
6261;1.17169;Start bit
6262;1.17169;00000010
6263;1.17176;Stop bit
6264;1.17178;Start bit
6265;1.17179;11111101
6266;1.17186;Stop bit
6267;1.17188;Start bit
6268;1.17189;00001010
6269;1.17196;Stop bit
6270;1.17197;Start bit
6271;1.17198;00000000
6272;1.17205;Stop bit
6273;1.17207;Start bit
6274;1.17208;00000001
6275;1.17215;Stop bit
6276;1.17216;Start bit
6277;1.17217;00000100
6278;1.17224;Stop bit
6279;1.17226;Start bit
6280;1.17227;00000001
6281;1.17234;Stop bit
6282;1.17236;Start bit
6283;1.17236;00000000
6284;1.17243;Stop bit
6285;1.17245;Start bit
6286;1.17246;10000000
6287;1.17253;Stop bit
6288;1.17255;Start bit
6289;1.17255;00101011
6290;1.17262;Stop bit
6291;1.17264;Start bit
6292;1.17265;00000000
6293;1.17272;Stop bit
6294;1.17274;Start bit
6295;1.17275;01001110
6296;1.17281;Stop bit
6297;1.17283;Start bit
6298;1.17284;00000000
6299;1.17291;Stop bit
6300;1.17387;Start bit
6301;1.17388;00000001
6302;1.17395;Stop bit
6303;1.17397;Start bit
6304;1.17398;00000010
6305;1.17405;Stop bit
6306;1.17406;Start bit
6307;1.17407;11111101
6308;1.17414;Stop bit
6309;1.17416;Start bit
6310;1.17417;00001010
6311;1.17424;Stop bit
6312;1.17426;Start bit
6313;1.17426;00000000
6314;1.17433;Stop bit
6315;1.17435;Start bit
6316;1.17436;00000001
6317;1.17443;Stop bit
6318;1.17445;Start bit
6319;1.17446;00001000
6320;1.17453;Stop bit
6321;1.17454;Start bit
6322;1.17455;00000001
6323;1.17462;Stop bit
6324;1.17464;Start bit
6325;1.17465;00000000
6326;1.17472;Stop bit
6327;1.17473;Start bit
6328;1.17474;10000000
6329;1.17481;Stop bit
6330;1.17483;Start bit
6331;1.17484;01000010
6332;1.17491;Stop bit
6333;1.17492;Start bit
6334;1.17493;00000000
6335;1.175;Stop bit
6336;1.17502;Start bit
6337;1.17503;01001111
6338;1.1751;Stop bit
6339;1.17512;Start bit
6340;1.17512;00000000
6341;1.17519;Stop bit
6342;1.17616;Start bit
6343;1.17617;00000001
6344;1.17624;Stop bit
6345;1.17625;Start bit
6346;1.17626;00000010
6347;1.17633;Stop bit
6348;1.17635;Start bit
6349;1.17636;11111101
6350;1.17643;Stop bit
6351;1.17644;Start bit
6352;1.17645;00001010
6353;1.17652;Stop bit
6354;1.17654;Start bit
6355;1.17655;00000000
6356;1.17662;Stop bit
6357;1.17663;Start bit
6358;1.17664;00000001
6359;1.17671;Stop bit
6360;1.17673;Start bit
6361;1.17674;00001100
6362;1.17681;Stop bit
6363;1.17683;Start bit
6364;1.17683;00000001
6365;1.1769;Stop bit
6366;1.17692;Start bit
6367;1.17693;00000000
6368;1.177;Stop bit
6369;1.17702;Start bit
6370;1.17703;10000000
6371;1.1771;Stop bit
6372;1.17711;Start bit
6373;1.17712;01011010
6374;1.17719;Stop bit
6375;1.17721;Start bit
6376;1.17722;00000000
6377;1.17729;Stop bit
6378;1.1773;Start bit
6379;1.17731;01010000
6380;1.17738;Stop bit
6381;1.1774;Start bit
6382;1.17741;00000000
6383;1.17748;Stop bit
6384;1.17844;Start bit
6385;1.17845;00000001
6386;1.17852;Stop bit
6387;1.17854;Start bit
6388;1.17854;00000010
6389;1.17861;Stop bit
6390;1.17863;Start bit
6391;1.17864;11111101
6392;1.17871;Stop bit
6393;1.17873;Start bit
6394;1.17874;00001010
6395;1.1788;Stop bit
6396;1.17882;Start bit
6397;1.17883;00000000
6398;1.1789;Stop bit
6399;1.17892;Start bit
6400;1.17893;00000001
6401;1.179;Stop bit
6402;1.17901;Start bit
6403;1.17902;00010000
6404;1.17909;Stop bit
6405;1.17911;Start bit
6406;1.17912;00000001
6407;1.17919;Stop bit
6408;1.1792;Start bit
6409;1.17921;00000000
6410;1.17928;Stop bit
6411;1.1793;Start bit
6412;1.17931;10000000
6413;1.17938;Stop bit
6414;1.1794;Start bit
6415;1.1794;01110011
6416;1.17947;Stop bit
6417;1.17949;Start bit
6418;1.1795;00000000
6419;1.17957;Stop bit
6420;1.17959;Start bit
6421;1.17959;01010001
6422;1.17966;Stop bit
